month,trades,pnl,win_rate
2025-04,1,-49.99516981204131,0.0
2025-06,1,-24.86455912712921,0.0
2025-07,1,57.198288649923256,100.0
2025-08,1,-36.99153383592803,0.0
2025-09,4,-158.56150924132015,0.0
2025-11,1,-48.909966038811234,0.0
2026-02,1,97.36892263026374,100.0
2026-04,1,75.01274151580446,100.0
2026-05,3,-100.0744657465685,0.0
