month,trades,pnl,win_rate
2025-07,1,23.471321385756788,100.0
2025-08,1,21.408984963070168,100.0
2025-09,1,-22.396005766978014,0.0
2025-11,1,-50.08788288379674,0.0
2026-02,1,82.46426014355599,100.0
2026-04,1,-3.564296517525804,0.0
2026-05,2,-65.8728784506942,0.0
