side,entry_time,exit_time,entry,exit,stop,target,qty,gross_pnl,fees,net_pnl,bars,result
short,2025-01-13 03:55:00+00:00,2025-01-13 04:20:00+00:00,94210.6,94695.60053553166,94695.40053553166,93084.9514389367,0.0931417207269391,-45.17378443290517,4.842026391646071,-50.015810824551245,5,stop
short,2025-01-18 20:40:00+00:00,2025-01-18 23:05:00+00:00,104068.79999999999,104520.72370434823,104520.52370434823,102993.0390713035,0.09560967541833335,-43.20827868658632,5.487614201586802,-48.69589288817312,29,stop
short,2025-01-22 07:15:00+00:00,2025-01-22 08:20:00+00:00,105674.3,104862.8936720348,105992.6218664826,104862.6936720348,0.09369627521816822,76.02575061879098,5.419099550241424,70.60665106854955,13,target
short,2025-02-17 11:05:00+00:00,2025-02-17 12:55:00+00:00,96195.05,96411.27285338208,96411.07285338208,95603.68246073584,0.10366328566132897,-22.41437141665363,5.492387251041532,-27.906758667695165,22,stop
short,2025-02-18 20:50:00+00:00,2025-02-18 21:00:00+00:00,94076.45,94575.4268991006,94575.2268991006,92923.0700592988,0.09028187835255119,-45.048571705333444,4.687136238203792,-49.735707943537236,2,stop
short,2025-04-01 18:30:00+00:00,2025-04-01 21:35:00+00:00,84993.1,85355.72269669212,85355.52269669212,84127.41599161578,0.11641242031111455,-42.21378578167165,5.4566136894331105,-47.67039947110476,37,stop
short,2025-04-13 12:00:00+00:00,2025-04-13 13:40:00+00:00,84561.45,83943.09429201072,84800.66465774464,83942.89429201072,0.11644291909934713,72.00314368001501,5.390419044412414,66.6127246356026,20,target
short,2025-04-15 14:05:00+00:00,2025-04-15 18:15:00+00:00,85790.85,84185.75800222429,86522.41854763786,84185.5580022243,0.06363149156695624,102.13439792065435,2.966702822291126,99.16769509836323,50,target
short,2025-04-25 18:40:00+00:00,2025-04-27 07:45:00+00:00,95094.15,94022.86293492546,95551.14085878726,94022.66293492547,0.0982581659639934,105.26270223517272,5.102235279315375,100.16046695585736,145,target
short,2025-05-01 03:30:00+00:00,2025-05-01 05:35:00+00:00,94813.8,95012.61457634481,95012.41457634482,94259.52807731037,0.10665665723727255,-21.20489812298216,5.569309346722866,-26.774207469705026,25,stop
short,2025-05-04 13:25:00+00:00,2025-05-04 14:35:00+00:00,95418.7,95604.82814021257,95604.62814021258,94888.80286457484,0.10569991794578638,-19.67372914787101,5.554047623473239,-25.22777677134425,14,stop
short,2025-05-09 14:55:00+00:00,2025-05-11 05:00:00+00:00,103155.20000000001,103829.04927491244,103828.84927491244,101637.09537017516,0.06885253605783913,-46.396231498456636,3.9226121011789443,-50.31884359963558,157,stop
short,2025-05-23 10:20:00+00:00,2025-05-23 11:45:00+00:00,111057.95,110179.4742689127,111405.36505679364,110179.2742689127,0.09013494432521604,79.18136111260685,5.4778977006780325,73.70346341192881,17,target
short,2025-05-25 11:25:00+00:00,2025-05-25 12:10:00+00:00,107128.15,107407.81949118688,107407.61949118688,106391.84957012621,0.09412937312494014,-26.32511388759232,5.555361871804664,-31.880475759396983,9,stop
short,2025-05-27 07:05:00+00:00,2025-05-27 07:30:00+00:00,109039.0,109294.97026315791,109294.77026315792,108346.94512368417,0.09218742952315373,-23.59724059489322,5.536872854484551,-29.134113449377768,5,stop
short,2025-06-01 12:40:00+00:00,2025-06-01 13:10:00+00:00,103942.95,104193.53081873417,104193.33081873418,103270.08249503165,0.09642684774990302,-24.16271845712638,5.521047009339175,-29.68376546646556,6,stop
short,2025-06-06 10:40:00+00:00,2025-06-06 11:15:00+00:00,103610.1,103764.96765202282,103764.76765202283,103129.20803095437,0.09645012647279866,-14.93700462414619,5.501491938491076,-20.438496562637265,7,stop
short,2025-06-10 05:40:00+00:00,2025-06-11 12:30:00+00:00,109337.0,109742.05185685305,109741.85185685306,108346.29023629389,0.09121128942898268,-36.94530214917071,5.497953669515384,-42.4432558186861,70,stop
short,2025-06-27 08:45:00+00:00,2025-06-29 09:00:00+00:00,107037.45,107747.62168772983,107747.42168772983,105440.29483204032,0.0645629355316284,-45.85076889128883,3.816906360212895,-49.66767525150172,279,stop
short,2025-07-02 18:20:00+00:00,2025-07-04 13:55:00+00:00,109215.75,107982.92816510658,109741.8579236967,107982.72816510659,0.08425181064368024,103.8674717908346,5.024539963442344,98.84293182739225,223,target
short,2025-07-11 00:35:00+00:00,2025-07-11 02:15:00+00:00,115730.7,116144.98004226455,116144.78004226455,114710.98426047088,0.08623036716319772,-35.72352015285742,5.501228646233138,-41.224748799090555,20,stop
short,2025-07-14 13:25:00+00:00,2025-07-14 13:45:00+00:00,121705.0,121955.69988083256,121955.49988083256,121002.58698833488,0.08165873221523189,-20.47183443529647,5.473216944392492,-25.945051379688962,4,stop
short,2025-07-18 04:30:00+00:00,2025-07-18 05:10:00+00:00,120110.79999999999,120513.62291735847,120513.42291735848,119106.77134528302,0.08252655841835295,-33.2435890216363,5.4634172802388825,-38.70700630187519,8,stop
short,2025-07-21 19:05:00+00:00,2025-07-23 03:00:00+00:00,117416.85,118254.4711731734,118254.2711731734,115547.66985115322,0.05471968035841144,-45.83436285748565,3.5497989023804686,-49.384161759866124,83,stop
short,2025-08-20 01:50:00+00:00,2025-08-20 02:50:00+00:00,113072.4,113459.17883385402,113458.97883385402,112112.07287229193,0.08688450749089403,-33.605088487309445,5.41509366261791,-39.02018214992735,12,stop
short,2025-08-22 07:00:00+00:00,2025-08-23 09:00:00+00:00,113091.6,113423.24708994364,113423.04708994365,112241.50468011272,0.08652472511365511,-28.695673292117018,5.391914267117134,-34.08758755923415,12,stop
short,2025-08-25 13:55:00+00:00,2025-08-25 14:05:00+00:00,111511.29999999999,111803.73276472377,111803.53276472377,110742.24082555242,0.08744523662717775,-25.57185230881079,5.372072756615397,-30.94392506542619,2,stop
short,2025-09-06 09:35:00+00:00,2025-09-06 14:00:00+00:00,110794.45,111000.13590676908,110999.93590676908,110200.06734396183,0.0877317238366974,-18.045179169765795,5.352419262230747,-23.397598431996542,53,stop
short,2025-09-08 14:00:00+00:00,2025-09-08 14:30:00+00:00,112086.8,112396.22257418463,112396.02257418464,111282.81163163073,0.0865114401660747,-26.768592512606535,5.342603777763143,-32.111196290369676,6,stop
short,2025-09-11 12:45:00+00:00,2025-09-11 13:55:00+00:00,114092.6,114548.6950790415,114548.4950790415,112991.95705191701,0.0847090810036445,-38.63539499588953,5.329096000672589,-43.96449099656212,14,stop
short,2025-09-11 18:40:00+00:00,2025-09-11 22:15:00+00:00,114253.75,114620.96068072924,114620.76068072925,113330.60995104151,0.08420480556935635,-30.92090397379697,5.302215458766746,-36.22311943256372,43,stop
short,2025-09-20 15:55:00+00:00,2025-09-21 21:20:00+00:00,115978.70000000001,115510.6983504288,116116.81839728562,115510.4983504288,0.08264010275065406,38.67570440804112,5.257933930145192,33.41777047789593,53,target
short,2025-10-02 15:10:00+00:00,2025-10-02 15:50:00+00:00,119175.75,119832.4847299918,119832.2847299918,117665.44055251639,0.06658007222215878,-43.72544575365424,4.379405429185246,-48.10485118283949,8,stop
short,2025-10-28 14:55:00+00:00,2025-10-28 20:10:00+00:00,115115.6,112845.57185513458,116155.44370243272,112845.37185513458,0.04336675325640013,98.44375044346273,2.7112490889841387,95.73250135447859,63,target
short,2025-11-08 03:00:00+00:00,2025-11-08 06:05:00+00:00,102989.85,102103.54931279925,103347.83371735038,102103.34931279926,0.0938494143407027,83.17880042355306,5.286932827897008,77.89186759565605,37,target
short,2025-11-14 23:10:00+00:00,2025-11-15 01:50:00+00:00,94679.1,95567.60387263366,95567.40387263366,92745.6717397327,0.05179493577469106,-46.02000101862418,2.7132508473945727,-48.733251866018755,32,stop
short,2025-11-27 06:10:00+00:00,2025-11-27 09:15:00+00:00,91223.35,91561.7777085582,91561.57770855821,90395.7760553836,0.10627427869362895,-35.96616061696036,5.344670802912488,-41.31083141987285,37,stop
short,2025-11-30 20:45:00+00:00,2025-11-30 23:30:00+00:00,91350.75,90607.92178742845,91646.59973753577,90607.72178742845,0.10567384383649378,78.49751253262764,5.281887560029202,73.21562497259843,33,target
short,2025-12-09 14:00:00+00:00,2025-12-09 15:00:00+00:00,90544.55,90861.57450592311,90861.37450592312,89760.90248065378,0.10742336799751263,-34.05584016400779,5.361549827207954,-39.41738999121574,12,stop
short,2025-12-16 14:05:00+00:00,2025-12-19 10:20:00+00:00,86754.25,87959.71269787615,87959.51269787615,84199.9800917477,0.038650481880527235,-46.59171416191368,1.8605085621827215,-48.4522227240964,219,stop
short,2025-12-22 22:30:00+00:00,2025-12-22 22:50:00+00:00,88461.55,88651.86196150922,88651.66196150922,87934.76451948157,0.10895955250731952,-20.73630616283424,5.308559703314122,-26.044865866148363,4,stop
short,2025-12-26 17:15:00+00:00,2025-12-26 17:30:00+00:00,87097.79999999999,87420.65232109986,87420.45232109986,86308.18398780025,0.11036657683934295,-35.632105504428836,5.299448556857298,-40.931554061286135,3,stop
short,2026-01-14 17:45:00+00:00,2026-01-14 20:10:00+00:00,97308.79999999999,97805.96188761646,97805.76188761646,96153.71670476704,0.08690822667755858,-43.20745802441526,4.666436996775213,-47.87389502119047,29,stop
short,2026-01-16 14:45:00+00:00,2026-01-16 15:30:00+00:00,95428.5,94473.33794848624,95827.15251325688,94473.13794848624,0.09980121857888626,95.32633668138237,5.204770105096902,90.12156657628546,9,target
short,2026-04-11 22:55:00+00:00,2026-04-13 00:20:00+00:00,73373.04999999999,72833.31207042205,73582.18619853896,72833.11207042205,0.13102906521851734,70.72135637557531,5.2629487098208925,65.45840766575442,5,target
short,2026-04-21 20:05:00+00:00,2026-04-21 23:35:00+00:00,75409.65,75954.96156230534,75954.76156230534,74194.4009528893,0.08247850335001702,-44.97648151840445,3.4365630571131778,-48.413044575517624,42,stop
short,2026-04-24 01:45:00+00:00,2026-04-24 02:00:00+00:00,78260.95000000001,78492.17354044558,78491.97354044559,77669.17235160887,0.1230632584554847,-28.455122318845575,5.3070354270635685,-33.76215774590914,3,stop
short,2026-05-07 19:35:00+00:00,2026-05-07 20:00:00+00:00,80066.04999999999,80293.52573486337,80293.32573486338,79478.78954777321,0.11986710171259679,-27.26685704801726,5.288050347458529,-32.55490739547579,5,stop
short,2026-05-28 10:40:00+00:00,2026-05-28 10:45:00+00:00,73499.9,73577.12763396505,73576.92763396505,73205.9004,0.13013256414879998,-10.049830031017715,5.264119188935068,-15.313949219952782,1,stop
short,2026-06-27 00:40:00+00:00,2026-06-27 02:20:00+00:00,59996.2,60210.084351290236,60209.88435129024,59469.237567419514,0.15916702228575194,-34.043335308387,5.264094243711173,-39.30742955209817,20,stop
short,2026-07-21 11:10:00+00:00,2026-07-21 12:10:00+00:00,66198.04999999999,66370.19831901726,66369.99831901726,65744.32657946544,0.14366146847087388,-24.731080304813908,5.2392158682062675,-29.970296173020174,12,stop
