side,entry_time,exit_time,entry,exit,stop,target,qty,gross_pnl,fees,net_pnl,bars,result
long,2026-01-18 05:55:00+00:00,2026-01-18 07:40:00+00:00,95153.0,95042.33208282327,95042.53208282327,95533.612,0.0997920165547732,-11.043774622982696,5.21866504206194,-16.26243966504464,21,stop
long,2026-02-18 15:10:00+00:00,2026-02-18 15:35:00+00:00,67279.35,68053.50460478973,66947.97816135515,68053.70460478973,0.12859302634737244,99.55088349066521,4.793253184172984,94.75763030649223,5,target
long,2026-02-23 13:15:00+00:00,2026-02-23 14:30:00+00:00,66178.65,65996.34954886271,65996.5495488627,66652.64567477457,0.14466908801974326,-26.373240011618872,5.256472084028714,-31.629712095647587,15,stop
long,2026-02-27 08:35:00+00:00,2026-02-27 09:45:00+00:00,67803.5,67413.90601008684,67414.10601008683,68694.76375482633,0.11176727664724173,-43.54385925072715,4.152776547445436,-47.69663579817259,14,stop
long,2026-03-13 04:15:00+00:00,2026-03-13 08:35:00+00:00,71297.55,72172.3305743408,70919.18019157961,72172.5305743408,0.1136315757099002,99.40269506275607,4.490700066187433,94.91199499656862,52,target
short,2026-04-11 22:55:00+00:00,2026-04-13 00:20:00+00:00,73373.04999999999,72833.31207042205,73582.18619853896,72833.11207042205,0.13069636043452645,70.5417829843034,5.249585199894786,65.29219778440861,5,target
short,2026-04-24 01:45:00+00:00,2026-04-24 02:00:00+00:00,78260.95000000001,78492.17354044558,78491.97354044559,77669.17235160887,0.12336781992507036,-28.525544100126478,5.32016947315576,-33.84571357328224,3,stop
long,2026-04-28 17:05:00+00:00,2026-04-29 00:50:00+00:00,76027.75,76498.93485300292,75855.08046724854,76499.13485300292,0.12654638698622087,59.62674075015359,5.312439749517964,54.31430100063562,93,target
short,2026-05-07 19:35:00+00:00,2026-05-07 20:00:00+00:00,80066.04999999999,80293.52573486337,80293.32573486338,79478.78954777321,0.12084212190050952,-27.488650481769348,5.331064283474379,-32.81971476524373,5,stop
short,2026-05-28 10:40:00+00:00,2026-05-28 10:45:00+00:00,73499.9,73577.12763396505,73576.92763396505,73205.9004,0.1311910854222529,-10.131577124468162,5.30693846467844,-15.4385155891466,1,stop
long,2026-05-28 14:20:00+00:00,2026-06-02 08:40:00+00:00,73076.9,72549.2862268992,72549.4862268992,74252.90443120158,0.08477448273878738,-44.728184700479495,3.3916261540645825,-48.119810854544085,472,stop
long,2026-06-23 16:20:00+00:00,2026-06-23 18:40:00+00:00,62615.149999999994,62166.67214502534,62166.872145025336,63615.62070744931,0.09917842455308075,-44.47932710333133,3.399971797098993,-47.87929890043032,28,stop
short,2026-06-27 00:40:00+00:00,2026-06-27 02:20:00+00:00,59996.2,60210.084351290236,60209.88435129024,59469.237567419514,0.15886162847118523,-33.97801635047035,5.253994024468273,-39.23201037493862,20,stop
long,2026-07-18 04:15:00+00:00,2026-07-19 05:40:00+00:00,63948.2,64203.7928,63897.02174003026,64203.9928,0.14843048004021983,37.93776199882476,5.233802329738981,32.703959669085776,5,target
