month,trades,pnl,win_rate
2025-07,1,57.62970304480114,100.0
2025-08,1,-37.27054008877424,0.0
2025-09,1,-48.05964658384259,0.0
2025-11,1,-49.8370818330137,0.0
2026-04,1,75.67794698226841,100.0
