month,trades,pnl,win_rate
2025-07,1,57.62970304480114,100.0
2025-08,1,-37.27054008877424,0.0
2025-09,3,-115.8489645441716,0.0
2025-11,1,-49.49830121565994,0.0
2026-04,1,75.16350631568561,100.0
2026-05,1,-35.42869744267589,0.0
